index,ride_id,rideable_type,user_type,day,month,type_week,season,trip_start_hour,start_station_name,start_user_total,end_station_name,end_user_total
7729,756E404DFE5EF6C3,docked_bike,casual,14,1,weekday,winter,14,Troy St & Elston Ave,642,Prairie Ave & 43rd St,649
7740,E299475C4EFEC37A,docked_bike,casual,4,1,weekend,winter,19,Hermitage Ave & Polk St,625,Clinton St & 18th St,646
7744,44275056BE0052C4,docked_bike,casual,9,1,weekday,winter,15,Harper Ave & 59th St,611,Albany Ave & Montrose Ave,645
7768,AD54527149C996F9,docked_bike,casual,26,1,weekend,winter,17,Ravenswood Ave & Berteau Ave,611,State St & 35th St,627
7789,E197ABB0048423A8,docked_bike,casual,5,1,weekend,winter,12,Kedzie Ave & Foster Ave,610,Christiana Ave & Lawrence Ave,622
7790,5FE64510A32DC1C9,docked_bike,casual,14,1,weekday,winter,8,Albany Ave & Montrose Ave,605,Dorchester Ave & 63rd St,600
7793,63068F0D638FEED2,docked_bike,casual,2,1,weekday,winter,12,Christiana Ave & Lawrence Ave,601,Wentworth Ave & 24th St (Temp),598
7794,206BCDCF6B7E0E87,docked_bike,casual,5,1,weekend,winter,18,Dorchester Ave & 63rd St,599,Leavitt St & Addison St,595
7823,34B76DC1923B7F97,docked_bike,casual,4,1,weekend,winter,14,Claremont Ave & Hirsch St,594,Western Ave & Granville Ave,593
7831,8672A84A572EE9DE,docked_bike,casual,13,1,weekday,winter,13,Leavitt St & Addison St,591,Sawyer Ave & Irving Park Rd,586
7837,429E58E5C24DC6D2,docked_bike,casual,7,1,weekday,winter,18,Keystone Ave & Fullerton Ave,584,Keystone Ave & Montrose Ave,581
7879,5B13A14A631983D9,docked_bike,casual,5,1,weekend,winter,14,Western Ave & Fillmore St,581,Rockwell St & Eastwood Ave,577
7882,E64B33872CE0E002,docked_bike,casual,30,1,weekday,winter,12,Leavitt St & Division St,579,Harper Ave & 59th St,576
7947,E088619866B79A93,docked_bike,casual,6,1,weekday,winter,17,Canal St & Harrison St,576,Claremont Ave & Hirsch St,576
7956,F58618CE1BCE36F5,docked_bike,casual,28,1,weekday,winter,15,Campbell Ave & Montrose Ave,574,Ashland Ave & 13th St,575
7966,74E6FCD236792966,docked_bike,casual,20,1,weekday,winter,16,Western Ave & Granville Ave,572,Kedzie Ave & Foster Ave,563
7986,AC4E3CF4388B71ED,docked_bike,casual,7,1,weekday,winter,15,Calumet Ave & 35th St,571,Calumet Ave & 51st St,556
7987,5EC0BAA717525B34,docked_bike,casual,8,1,weekday,winter,21,Keystone Ave & Montrose Ave,571,Evanston Civic Center,552
8002,74DA3C945A52DD17,docked_bike,casual,26,1,weekend,winter,10,Central Park Ave & North Ave,570,Calumet Ave & 35th St,548
8022,A47792B9CEEFEF7C,docked_bike,casual,5,1,weekend,winter,14,Wentworth Ave & 24th St (Temp),570,Campbell Ave & Montrose Ave,547
8034,4FC4437B29C9BF1B,docked_bike,casual,5,1,weekend,winter,17,Sawyer Ave & Irving Park Rd,565,Western Ave & Fillmore St,529
8065,AFBD8ED3199D1543,docked_bike,casual,20,1,weekday,winter,17,Calumet Ave & 51st St,554,Clark St & Columbia Ave,528
8074,F312D98894A7CC3A,docked_bike,casual,29,1,weekday,winter,8,Evanston Civic Center,552,Emerald Ave & 28th St,524
8118,274BCF6A86B82399,docked_bike,casual,20,1,weekday,winter,8,Racine Ave & Congress Pkwy,549,Budlong Woods Library,524
8144,9B307A4C01DE90C5,docked_bike,casual,1,1,weekday,winter,3,Racine Ave & 15th St,544,New St & Illinois St,523
8172,049561ECBA29B1B0,docked_bike,casual,6,1,weekday,winter,23,Glenwood Ave & Touhy Ave,537,Warren Park East,522
8177,F1B132241E27DBA0,docked_bike,casual,9,1,weekday,winter,22,St. Louis Ave & Balmoral Ave,533,St. Louis Ave & Balmoral Ave,506
8182,123243C1C2972A8F,docked_bike,casual,3,1,weekday,winter,13,Emerald Ave & 28th St,530,Canal St & Harrison St,505
